businessGuid, sun_0, sun_1, sun_2, sun_3, sun_4, sun_5, sun_6, sun_7, sun_8, sun_9, sun_10, sun_11, sun_12, sun_13, sun_14, sun_15, sun_16, sun_17, sun_18, sun_19, sun_20, sun_21, sun_22, sun_23, mon_0, mon_1, mon_2, mon_3, mon_4, mon_5, mon_6, mon_7, mon_8, mon_9, mon_10, mon_11, mon_12, mon_13, mon_14, mon_15, mon_16, mon_17, mon_18, mon_19, mon_20, mon_21, mon_22, mon_23, tue_0, tue_1, tue_2, tue_3, tue_4, tue_5, tue_6, tue_7, tue_8, tue_9, tue_10, tue_11, tue_12, tue_13, tue_14, tue_15, tue_16, tue_17, tue_18, tue_19, tue_20, tue_21, tue_22, tue_23, wed_0, wed_1, wed_2, wed_3, wed_4, wed_5, wed_6, wed_7, wed_8, wed_9, wed_10, wed_11, wed_12, wed_13, wed_14, wed_15, wed_16, wed_17, wed_18, wed_19, wed_20, wed_21, wed_22, wed_23, thu_0, thu_1, thu_2, thu_3, thu_4, thu_5, thu_6, thu_7, thu_8, thu_9, thu_10, thu_11, thu_12, thu_13, thu_14, thu_15, thu_16, thu_17, thu_18, thu_19, thu_20, thu_21, thu_22, thu_23, fri_0, fri_1, fri_2, fri_3, fri_4, fri_5, fri_6, fri_7, fri_8, fri_9, fri_10, fri_11, fri_12, fri_13, fri_14, fri_15, fri_16, fri_17, fri_18, fri_19, fri_20, fri_21, fri_22, fri_23, sat_0, sat_1, sat_2, sat_3, sat_4, sat_5, sat_6, sat_7, sat_8, sat_9, sat_10, sat_11, sat_12, sat_13, sat_14, sat_15, sat_16, sat_17, sat_18, sat_19, sat_20, sat_21, sat_22, sat_23
vctk2EKW16-ZTMRX4tMJQQ,,,,,,,,,,1,,,,1,2,,1,,,,,,,,,,,,,,,,,,2,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,1,,1,,,,1,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GVaaRfCXGBZeypTL8GNJlw,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,
cXx-fHY11Se8rFHkkUeaUg,,,,,,,,,,,,,,,,,,3,2,,,,,,,,,,,,,,,,,,,,3,1,2,4,2,5,2,,1,,,,,,,,,1,1,,,,,1,,2,5,9,4,1,2,1,,,1,,,,,,,1,,,,,,1,,,2,1,1,1,2,1,1,,,,,,,,,,,2,,,,3,3,3,,7,9,5,1,4,1,1,1,,,,,,,,1,5,2,6,3,2,4,4,2,6,8,4,4,,1,2,,,,,,,,2,1,2,3,8,6,4,2,2,2,7,1,1,,2,3,2
nmaMedXT31_2WpexjmY6mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SYqTY48DJa1cYhglvmgvsQ,,,,,,,,1,1,1,,2,2,3,2,5,2,3,3,,1,4,,,,1,,,,,1,4,4,,2,4,3,1,1,2,5,1,,5,,,1,,,1,,,,,1,2,2,,4,2,2,2,2,5,5,2,5,2,,1,,,2,,,,1,1,1,3,6,1,1,4,1,2,2,2,2,7,6,4,1,1,3,,2,,,,1,,,5,4,4,3,2,1,1,4,2,5,4,4,3,3,,2,2,1,,,,1,1,,1,1,3,8,6,6,4,7,9,6,8,8,6,3,2,2,,2,,,1,,,1,3,1,3,2,3,2,6,4,1,5,1,4,4,4,2,,
eO-o7FRjNEzcSEG8pakkzA,,,,,,,,,,,,,1,,,1,2,1,1,,,,,,,,,,,,,,,,,,1,1,1,,,4,4,3,,,,,,,,,,,,,,,,,,,1,,1,6,1,,1,,,,,,,,,,,,,,,,,1,,1,1,4,5,,,,,,,,,,,,,,,,,,,,,2,2,5,9,1,,1,,,,,,,,,1,,,,1,1,2,1,1,4,2,2,2,1,6,,,,,,,,,,,,,,,1,1,2,,,2,1,3,1,,,,
xNMCqgw6EZQrPJ1iAfgH2A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nNKUkjTaGWW3I3XkpHF5Hg,,,,,,,,,,1,3,1,4,1,1,,,1,1,,,1,,,,,,,,,,,,1,3,7,4,2,,2,1,2,,,,,,,,,,,,,,,,,4,9,4,1,1,1,,2,2,,,,,,,,,,,,,,,,3,5,3,2,2,,,1,,1,,,,,,,,,,,,1,,1,,2,5,4,1,2,,,1,,,,,,,,,,,,,,,,1,3,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GJV0xTK_r791z1xfn1wNAA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,1,,,1,,,,,,,,,
jF7R5nxyGiwPM5Q7xLfD5g,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,1,1,,,,2,1,,,,,,,,,,,,,,,,,,1,1,2,,,,,,,,,
MfqEPdcw0UYVdDoV3p77tQ,,,,,,,,,,1,,,,,,2,,,,1,1,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,
KDfmJTIG-z6W6cl4YC-WDA,,,,,,,,,,,,1,1,1,,,,,1,,,,,,,,,,,,,,,1,,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
WQJwpYwEFT_QTR-lFIh5mA,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,2,1,,3,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,,
H6yfW3cQ--UOtCjjzTNekA,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,1,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BoV9_xgEbINBpNAk55Gn0w,,,,,,,,,1,1,1,,2,1,,2,2,3,1,1,,,,,,,,,1,1,,1,,1,,1,1,,2,1,1,2,,1,1,,,,,,,,,,,1,1,1,,1,1,,1,1,,3,2,,,,,,,,,,,,,,,1,,,,1,,,2,1,1,,,,,,,,,,,1,,,,,1,,4,3,2,,,,,,2,,,,,,,,,,,,,2,,,,2,2,1,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,
EXsr_jScDFKretj_Zjol0Q,,,,,,,,,,,1,2,,,1,,,,,,,,,,,,,,,,,,,,,1,,,2,,1,,,,,,,,,,,,,,1,,,1,1,2,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tEvGNTPLV01OiUt_SKn2Ww,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,
iTcjbM88nBKM-4blh5h5pA,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,
corPOxxIBRJ7DSpryYvorw,,,,,,,1,,,,1,1,,,1,,,2,7,3,8,,,,,,,,,1,,,,,,,,1,,1,3,4,5,3,3,1,,1,,,,,,,,,,,,,,,,1,1,2,3,2,,,1,,,,,,,,,,,,,,,,,2,1,1,2,4,1,,,,,,,,,,,,,1,,,,1,,1,3,4,2,5,5,1,1,,,,,,,,,,,,,1,,,1,,,4,11,3,7,3,1,,,,,,,,1,,,,,,,1,1,1,2,6,7,1,4,1,1,
xs6k2y6CFNk9BdtZz4DvUA,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
FRiT2RI6Y1nds1jjZqvnXQ,,,,,,,,1,,,2,1,5,,,1,,3,1,1,1,,1,,,,,,1,,,,1,,,3,1,1,,2,3,2,2,,1,,,,,,,,,,,,,,1,1,3,1,3,2,,2,3,3,,,,,,,,,,,,,1,,5,3,4,2,3,1,1,2,2,,,1,,,,,,,,,,1,,,1,4,3,2,1,,1,2,4,5,1,,,,,,,,,,,,1,,1,3,2,,1,2,1,1,,,,,,,,,,,,,,,1,,2,1,2,3,2,2,1,3,5,1,,,,
xzoNvhchK1rzEZGmwbSe3A,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BD74uSwDe175zEqfppDRvg,,,,,,,,,,,,1,4,2,3,1,5,7,8,4,2,,1,1,,,,,,,,,,,1,1,2,3,,4,4,9,6,7,1,1,,,,,1,,,,,,,,2,1,3,3,,2,2,3,4,10,4,1,,,,,,,,,,,,,,,3,1,2,1,3,3,15,3,8,1,,,,,,,,,,,,,,2,4,2,1,1,4,8,8,8,7,3,1,,,,,,,,,,,1,1,4,6,5,7,1,6,8,3,4,2,1,1,,,,,,,,,,,,1,7,3,5,5,2,6,4,4,1,1,,,
WwTK9w1qu4h28a63gFz25A,,,,,,,,1,,,,,1,,1,,1,,,1,,,,,,,,,,,1,,,,,,,,,,,,,2,1,1,1,,,,,,,,1,,,,,,,,,1,,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,1,,2,,,,,,,,,,,,,1,,1,,,1,,,2,1,1,1,,,,,,,,,,,,,,,,,,,1,1,2,,,,,,,,,,,,,,,,,,1,,,1,,,,,2,,,
9VqoZVN8iqf5UsMIwQkgDA,,,,,,,,,,2,,,,,,1,1,,2,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,,,,,,,1,1,,1,1,,,1,,,,,,,,,,,1,,,,,,1,,1,1,1,,,,,1,,1,,,,,,,,,,,,,1,,,1,,2,1,1,,1,,,,,,,,,,,,,,,,1,,1,1,1,,1,,1,,,,,,,,1,,,,,,,,1,1,,,,,,,,,,,1,,
VZG8spL8Tqffg9KYbBrDvg,,,,,,,,,,,,1,2,1,2,1,1,,6,1,1,,,,,,,,,,,,,,,2,2,,,1,,,,,1,1,,,,,,,,,,,,1,2,,3,,,,,2,2,2,1,,,,,,,,,,,,,,1,3,,,,,,2,4,,2,,1,,,,,,,,,,,,,1,,,,,1,7,6,12,,1,,,,,,,,,,,,,,,1,6,1,,,4,4,3,3,2,,,,,,,,,,,,,1,,,1,2,1,2,2,,1,,1,1,
_hmeGfByQCV5-dKeC-8zpw,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,,,,,2,2,3,4,,,,,,,,,,,,,,,,,,,1,,,,1,,,1,,,,,,,,,1,,,,,,,,,1,3,,,2,1,,,1,,,,,,,,,,,,,2,1,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,1,2,,
MWFKSDW4cLw2ORRjkKJTcA,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6-5XFPr2mdzxrGJIrIhFAg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wtuHwDXg_wsJl1oQA0OIAQ,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
3msnZ6oe0sslHsE1js1QUA,,,,,,,,,,,1,,2,,,,1,,1,,,,,,,,,,,,,,,,,,2,,,,,,4,3,1,,,,,,,,,,,,,,,2,4,2,,,,,2,,,,,,,,,,,,,,1,,,2,3,,1,1,1,1,,1,,,,,,,,,,,,,,,,3,2,1,,,,1,6,2,1,,,,,,,,,,,,,,,1,1,2,1,,1,4,,2,,,,,,,,,,,,,,,,2,3,4,1,,1,4,1,,1,,,
P3ghyKxe861PXzZM7vJyjQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,,,,,,,,,,
PEHJjxdw11TGFma9Zhz3ng,,,,,,,,,,,1,,1,,1,2,3,6,5,2,,,,,,,,,,,,,,,2,,3,,,2,3,6,2,,3,2,,,,,,,,,,,1,,,3,2,,,,4,1,6,1,1,,,,,,,,,,,,,,,2,,,,1,3,3,,2,3,,,,,,,,,,,,,,,2,2,1,1,1,6,6,2,5,6,3,2,,1,,,,,,,,,,,1,2,1,,,,2,2,1,3,,1,,,,,,,,,,,,2,,,1,1,1,1,6,5,,,1,,
rpsIhcTPlSZBSm5JfWmcFQ,,,,,,,,,,1,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,1,,,,,2,,1,,,,,,,,,,,,,1,,,,,,1,1,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,
BVQnDNDIyZJH9Ik8qogatg,,,,,,,,,1,2,3,3,2,5,2,5,2,2,1,2,2,1,1,1,,,,,,,,,,1,4,4,4,2,1,1,3,1,2,4,3,1,1,,,,,,,,,,,,2,1,2,,,4,3,2,,3,4,,,,,,,,,,,,,1,1,1,1,,1,2,2,3,4,2,6,1,3,,,,,,,,,,2,,1,4,4,4,6,2,6,8,10,17,9,7,5,2,,1,,,,,,,2,10,7,8,21,15,19,10,10,15,13,16,3,5,1,1,1,,,,,,,,6,8,8,7,9,12,6,15,8,10,4,7,3,5,,2
4DhqZ0tyi2V2Mp8IqTREAA,,,,,,,,,,,,,1,1,3,,,1,,,,1,,,,,,,,,,,,,,2,1,2,,,2,,1,1,,1,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,1,1,,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,1,,1,,,4,1,1,,,,,,,,,,,,,,,,1,,,,,2,,5,,,,,,,,,,,,,,,1,,,1,,,1,,,,,,
q1nDSpmV-FdTBNj6UuZvTg,1,,,,,,,,,,,3,5,2,2,2,,3,6,,,,,,,,,,,,,,,1,1,3,4,3,1,3,1,3,,,,,,,,,,,,,,,,,1,6,8,2,1,3,2,4,1,2,1,,,,,,,,,,,,,1,1,7,3,4,2,1,2,1,10,3,,,,,,,,,,,,,,1,3,4,6,4,1,,1,4,5,3,3,1,,,,,,,1,,,,,1,1,2,3,4,4,7,2,4,4,2,1,2,,,,,,,,,,1,,,,4,5,8,1,1,1,4,1,2,,,,
P1DyzJfy3RCOdT9s9zgNiA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,1,,,,,
CvldwdURDzZk-3cAlcW3uw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,,1,,,,,,,,,,,,
RFeDe3fNr14kvUKlVx6_4w,,,,,1,,,,,,,2,1,,,1,1,,,2,,,,,,,,,,,,,,,,1,1,,,,,1,2,,,,,,,,,,,,,,,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,,1,1,1,1,,,1,,,,,,,,,,,,,,,,1,1,2,,1,,,2,1,5,,1,,,,,,,,,,,,,,1,,2,,,,2,5,2,1,,,,,,,,,,,,,,,1,,2,,,,,1,1,,,,
M9t5569pgvJYurC8hX0E1w,,,,,,,,,,,,1,,1,,1,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,1,3,1,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,2,,,2,1,2,4,2,3,1,1,1,1,,,,,,,,,,,,,,6,2,,2,3,,,,2,2,1,1
imvNxppzxkLUPH64pQsDQg,,,,,,,,,,,,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,,,,,,,,,,,,,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,1,,,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,4,1,1,,,,,,,,,,,,,,,1,,,,,,,1,,2,1,1,,,,,,,,,,,,1,2,1,,,,1,,1,,,,,
AYy4JyMedIRIzTYzq6Ks_w,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,2,1,,,1,2,,1,,,,,,,,,,,,,,,,,1,,1,1,5,,,3,1,,,,,,,,,,,,,,1,1,,,1,,,,1,1,,1,,
9VNJm4tGjxy88iqH0pXJxQ,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5nazrxmIAH7RMgURdrSCIg,,,,,,,,,,2,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,1,,,1,,,,,,,,,,,,,,,,,1,,,,,1,,1,,,,,,,,,,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,1,,2,2,1,,,,,,,,,,,,,
flMu0Tz5RsaMzr6K8kg1EA,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,2,,,,,1,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,
prL03sGeqBvnIPc7PKOd0Q,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ePwLfpvB6QkBOtKIyPycPw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,1,,,,,,,,,,,,,,,,,,1,,,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,1,1,,1,,1,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,2,,,,
hDAIq50U0yPwwo9oLbec5Q,,,,,,,,,,,,,,,,1,,,,,,2,1,,,,,,,,,,,,,,,2,,,,,,,2,2,,,1,,,,1,,,,,1,,,,,,1,,,,,,1,1,2,2,,,,,,,,,,,,,,1,,,,,,,,,1,2,,,,,,,,1,,,,1,,,,,,1,1,,,,1,,,,,,,,,,3,,,,1,,,,,,,,,,1,,,1,,1,,,,1,,,,,1,,,,,,,,,1,
TBTaMIaeDw5B79hXDZBtrA,,,,,,,,,,,,1,,1,,,,1,1,,,,1,,,,,,,,,,,,,,2,,,1,,,,1,,,,,,,,,,,,,,,1,1,1,,1,,,,,2,,,,,,,,,,,,,,,,,,1,,,,,1,,,1,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,1,1,,3,,1,1,,,,,,,,,,,,1,2,1,1,1,,,2,,,,,
TuCAYZ89lP_s6D7Y78xNhQ,,,,,,,,,,1,2,9,4,5,4,2,5,5,4,3,,2,,,,,,,,,,,,2,4,8,7,6,4,2,4,1,3,5,2,1,,,,,,,,,,,,,3,7,11,4,1,,2,6,3,7,1,,,,,,,,,,,,,1,6,6,6,4,13,1,3,6,3,5,,,1,,,,,,,,,,,1,6,18,18,7,5,5,2,7,5,2,3,2,,,,,,,,,,,1,1,3,6,9,6,6,7,4,7,4,4,4,,,,,,,,,,,,,,3,8,9,8,2,1,3,7,5,4,,2,,
It8Q9-l1EEtTr9NPpTgGPA,,,,,,,,,,,1,,2,,1,,,,2,1,,,,,,,,,,,,,,,,2,,,,1,,3,,1,,,,,,,,,,,,,,,,,2,1,,,,2,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,1,1,,,,,,,,,,,,,,,1,,1,,1,,,3,3,1,,,,,,,,,,,,,,,1,1,,1,8,,2,1,2,,,,,,,,,,,,,,,,,2,2,1,,1,,,2,,,,
98DT6eqywegPdiY8eOtt5Q,,,,,,,,,,,,,1,,1,1,,,1,,1,,,,,,,,,,,,,,1,2,1,1,,,,1,1,1,,,,,,,,,,,,,,,,,2,,,,1,,,1,,,,,,,,,,,,,,,,,1,,1,,,2,,,1,,,,,,,,,,,,,,,1,2,,1,,,,1,1,1,,,,,,,,,,,,,1,5,,1,2,1,1,,2,,1,,,,,,,,,,,,,,,,1,,,2,1,1,1,,,,,,
SsNGCAsXJpeUY3sS99XQpQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,
3x3tJ8lGU1Y4wLqfHtqU1A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,2,,,,1,,,2,1,,,,,,,,,,,,,,,,1,,1,,1,1,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,1,1,,,,2,,,,,,,,,,,,,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,1,,2,,1,,,2,,,,,,
mkXlYHuNudcuey-SSh5Ulg,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,
bNoNEiN9FROI-f9KQr25Lw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AhpzPZH3b0PGT9mVoLCQDg,,,,,,,,,,,3,9,4,2,4,2,3,8,13,10,5,2,,,,,,,,,,,,,2,19,1,4,1,3,5,10,12,11,9,7,3,,,,,,,,,,,,1,9,6,3,1,3,12,9,13,15,10,7,1,,,,,,,,,,,,4,7,11,2,2,1,6,13,12,11,9,2,3,,,,,,,,,,,,3,8,5,6,5,8,25,24,25,14,19,5,4,1,1,,,,,,,,,,2,4,3,5,4,3,5,18,16,17,13,8,3,,,,,,,,,,,,3,1,10,10,5,7,4,13,17,9,5,2,1,
FyyNwrfVbCG3BsYEM5csQA,,,,,,,,,1,,1,4,1,2,1,1,,,,,,,,,,,,1,,1,,,1,,1,,4,2,,2,,1,,,,,,,,,,,,,1,,,,2,6,3,2,2,,1,,,1,,,,,,,,,,,3,1,1,1,1,8,8,4,,,,,,,,1,,,,,,,,,1,2,3,1,,3,2,2,,,1,1,1,,,,,,,,,,,,,1,,,,2,1,,,,,,,1,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,
